"OrderID,CustomerID,ProductID,SalesDate,QuantitySold,UnitPrice,TotalSales,TotalCost"
"3574,545,107,2023-04-25,4,390.03,1560.12,624.04"
"3992,711,109,2023-02-08,5,244.14,1220.7,488.3"
"1428,207,48,2023-01-23,12,277.12,3325.44,1330.2"
"1775,262,177,2023-03-29,2,105.58,211.16,84.46"
"1802,501,134,2023-11-06,7,48.78,341.46,136.57"
"2114,471,191,2023-05-12,12,193.84,2326.08,930.48"
"1028,313,139,2023-10-19,13,11.66,151.58,60.58"
"1795,670,111,2023-02-20,7,96.13,672.91,269.15"
"493,627,94,2023-11-14,2,194.33,388.66,155.46"
"2925,894,8,2023-12-14,4,161.65,646.6,258.64"
"495,96,112,2023-08-15,18,385.73,6943.14,2777.22"
"2541,891,197,2023-12-25,1,30.59,30.59,12.24"
"713,328,183,2023-12-24,12,282.41,3388.92,1355.52"
"111,101,140,2023-12-06,13,269.27,3500.51,1400.23"
"3433,703,43,2023-12-27,12,423.84,5086.08,2034.48"
"1572,903,62,2023-01-29,18,390.32,7025.76,2810.34"
"3771,743,119,2023-04-01,7,259.77,1818.39,727.37"
"1867,465,51,2023-05-02,16,438.22,7011.52,2804.64"
"1927,202,177,2023-08-25,2,105.58,211.16,84.46"
"3444,574,121,2023-05-06,17,132.07,2245.19,898.11"
"3671,200,77,2023-02-04,20,24.41,488.2,195.2"
"3974,197,188,2023-04-16,8,140.2,1121.6,448.64"
"2170,17,137,2023-04-25,18,217.08,3907.44,1562.94"
"1181,820,121,2023-05-26,9,132.07,1188.63,475.47"
"1957,469,90,2023-07-09,18,172.65,3107.7,1243.08"
"96,151,89,2023-11-06,7,185.63,1299.41,519.75"
"798,87,156,2023-05-19,5,463.59,2317.95,927.2"
"3389,13,87,2023-03-17,7,87.05,609.35,243.74"
"871,313,125,2023-10-13,8,89.21,713.68,285.44"
"1419,12,196,2023-07-13,15,400.91,6013.65,2405.4"
"841,246,82,2023-05-06,5,155.96,779.8,311.9"
"3542,669,19,2023-06-27,5,344.67,1723.35,689.35"
"1379,240,183,2023-10-31,5,282.41,1412.05,564.8"
"3500,496,89,2023-04-24,6,185.63,1113.78,445.5"
"1627,809,151,2023-05-30,15,158.57,2378.55,951.45"
"712,86,102,2023-04-02,5,138.93,694.65,277.85"
"3832,774,36,2023-05-30,4,455.51,1822.04,728.8"
"851,245,198,2023-01-23,9,355.24,3197.16,1278.9"
"1985,428,169,2023-01-05,17,449.93,7648.81,3059.49"
"1564,692,6,2023-05-17,18,297.11,5347.98,2139.12"
"562,758,119,2023-12-13,5,259.77,1298.85,519.55"
"1281,852,200,2023-06-04,13,40.22,522.86,209.17"
"751,234,179,2023-09-25,6,332.3,1993.8,797.52"
"2476,620,187,2023-08-03,4,260.75,1043.0,417.2"
"1740,106,187,2023-03-29,13,260.75,3389.75,1355.9"
"948,674,44,2023-03-18,7,351.27,2458.89,983.57"
"3123,654,53,2023-10-03,19,471.48,8958.12,3583.21"
"3338,310,52,2023-06-18,8,357.34,2858.72,1143.52"
"1802,501,121,2023-11-06,19,132.07,2509.33,1003.77"
"729,705,151,2023-03-22,12,158.57,1902.84,761.16"
"3607,24,200,2023-04-18,8,40.22,321.76,128.72"
"2682,462,8,2023-01-05,9,161.65,1454.85,581.94"
"2844,620,49,2023-07-20,9,15.67,141.03,56.43"
"618,484,177,2023-01-12,20,105.58,2111.6,844.6"
"323,349,157,2023-04-04,10,361.05,3610.5,1444.2"
"2750,277,61,2023-08-04,16,269.98,4319.68,1727.84"
"423,113,152,2023-05-06,18,64.13,1154.34,461.7"
"2250,563,99,2023-06-10,2,309.16,618.32,247.32"
"2423,108,59,2023-02-27,17,243.48,4139.16,1655.63"
"569,23,7,2023-04-20,3,216.49,649.47,259.8"
"2931,968,80,2023-09-22,18,121.65,2189.7,875.88"
"1647,192,122,2023-05-18,3,164.19,492.57,197.04"
"2083,811,99,2023-12-16,6,309.16,1854.96,741.96"
"1171,748,179,2023-03-26,20,332.3,6646.0,2658.4"
"1356,511,3,2023-04-16,8,316.54,2532.32,1012.96"
"2309,824,52,2023-09-15,10,357.34,3573.4,1429.4"
"2421,755,151,2023-03-17,10,158.57,1585.7,634.3"
"733,639,75,2023-09-28,19,181.69,3452.11,1380.92"
"3157,709,114,2023-10-22,18,52.33,941.94,376.74"
"468,78,190,2023-11-05,1,112.57,112.57,45.03"
"636,913,68,2023-11-22,14,418.68,5861.52,2344.58"
"1975,53,177,2023-11-21,16,105.58,1689.28,675.68"
"2879,643,88,2023-07-23,10,472.98,4729.8,1891.9"
"607,593,197,2023-03-19,17,30.59,520.03,208.08"
"3891,427,24,2023-08-01,16,402.4,6438.4,2575.36"
"2222,171,47,2023-03-24,16,252.01,4032.16,1612.8"
"1234,789,26,2023-11-14,16,118.18,1890.88,756.32"
"2753,674,186,2023-09-25,8,323.39,2587.12,1034.88"
"217,847,3,2023-11-27,2,316.54,633.08,253.24"
"2847,513,124,2023-01-25,14,324.36,4541.04,1816.36"
"372,628,47,2023-04-12,2,252.01,504.02,201.6"
"1337,418,15,2023-03-02,15,439.85,6597.75,2639.1"
"2923,899,63,2023-06-04,12,384.89,4618.68,1847.52"
"3231,506,98,2023-06-06,6,185.15,1110.9,444.36"
"2065,532,200,2023-12-29,4,40.22,160.88,64.36"
"927,413,2,2023-11-13,18,174.02,3132.36,1252.98"
"3437,138,107,2023-02-21,9,390.03,3510.27,1404.09"
"2655,492,22,2023-05-01,6,61.55,369.3,147.72"
"1915,38,125,2023-12-11,8,89.21,713.68,285.44"
"1471,193,70,2023-03-18,11,52.92,582.12,232.87"
"2631,531,3,2023-05-09,11,316.54,3481.94,1392.82"
"583,663,125,2023-02-14,16,89.21,1427.36,570.88"
"3794,87,166,2023-08-13,15,400.54,6008.1,2403.3"
"1534,764,141,2023-08-07,8,64.32,514.56,205.84"
"3360,402,167,2023-08-25,15,351.25,5268.75,2107.5"
"903,60,115,2023-03-18,15,474.53,7117.95,2847.15"
"1575,487,177,2023-06-21,20,105.58,2111.6,844.6"
"2036,562,11,2023-05-23,6,448.65,2691.9,1076.76"
"798,87,97,2023-05-19,20,391.51,7830.2,3132.0"
"242,264,29,2023-05-18,1,301.74,301.74,120.7"
"68,836,116,2023-05-20,5,69.44,347.2,138.9"
"1453,160,114,2023-05-12,8,52.33,418.64,167.44"
"2230,446,116,2023-02-22,19,69.44,1319.36,527.82"
"874,74,96,2023-07-15,4,246.27,985.08,394.04"
"566,506,188,2023-10-15,16,140.2,2243.2,897.28"
"233,750,67,2023-03-30,2,42.94,85.88,34.36"
"1510,53,71,2023-11-09,18,345.96,6227.28,2490.84"
"1514,721,44,2023-05-21,14,351.27,4917.78,1967.14"
"783,99,95,2023-12-25,14,22.13,309.82,123.9"
"462,521,37,2023-11-18,17,426.53,7251.01,2900.37"
"3904,501,89,2023-06-27,20,185.63,3712.6,1485.0"
"2846,462,114,2023-04-04,19,52.33,994.27,397.67"
"3554,584,1,2023-03-09,4,445.05,1780.2,712.08"
"2736,860,95,2023-12-24,13,22.13,287.69,115.05"
"764,472,35,2023-12-25,2,146.76,293.52,117.4"
"3255,598,159,2023-07-07,9,407.59,3668.31,1467.36"
"1393,330,97,2023-12-03,1,391.51,391.51,156.6"
"3314,471,192,2023-05-21,19,249.39,4738.41,1895.44"
"2360,341,45,2023-12-24,18,311.14,5600.52,2240.28"
"2648,668,102,2023-12-26,14,138.93,1945.02,777.98"
"3968,901,132,2023-02-01,13,166.14,2159.82,863.98"
"3851,371,155,2023-05-05,4,119.52,478.08,191.24"
"3031,766,200,2023-12-25,19,40.22,764.18,305.71"
"1925,794,9,2023-03-25,15,252.63,3789.45,1515.75"
"2257,157,18,2023-09-02,17,364.39,6194.63,2477.92"
"1856,805,142,2023-09-18,13,253.28,3292.64,1317.03"
"1817,288,173,2023-09-18,17,144.69,2459.73,983.96"
"2922,727,121,2023-02-09,18,132.07,2377.26,950.94"
"1792,879,173,2023-01-06,8,144.69,1157.52,463.04"
"2939,871,57,2023-10-14,19,440.68,8372.92,3349.13"
"2920,548,117,2023-10-07,11,244.19,2686.09,1074.48"
"2967,797,109,2023-02-10,8,244.14,1953.12,781.28"
"1188,729,29,2023-09-29,14,301.74,4224.36,1689.8"
"2080,133,7,2023-01-12,20,216.49,4329.8,1732.0"
"895,615,138,2023-06-05,6,155.64,933.84,373.56"
"3668,859,130,2023-01-08,8,470.78,3766.24,1506.48"
"719,212,165,2023-11-27,1,464.96,464.96,185.98"
"3822,8,170,2023-01-09,13,365.72,4754.36,1901.77"
"2326,320,138,2023-01-23,18,155.64,2801.52,1120.68"
"2326,320,150,2023-01-23,6,304.42,1826.52,730.62"
"2794,475,193,2023-08-11,1,182.32,182.32,72.93"
"2691,419,156,2023-08-21,1,463.59,463.59,185.44"
"1726,990,113,2023-06-30,5,260.49,1302.45,521.0"
"964,495,63,2023-09-21,12,384.89,4618.68,1847.52"
"23,594,83,2023-01-01,8,202.01,1616.08,646.4"
"165,396,78,2023-10-28,11,393.56,4329.16,1731.62"
"121,832,194,2023-06-30,16,244.57,3913.12,1565.28"
"2154,811,73,2023-10-29,7,59.63,417.41,166.95"
"787,106,197,2023-04-20,8,30.59,244.72,97.92"
"453,125,163,2023-10-20,8,468.26,3746.08,1498.4"
"2139,732,98,2023-03-01,7,185.15,1296.05,518.42"
"2007,361,134,2023-12-07,4,48.78,195.12,78.04"
"2727,905,67,2023-07-31,10,42.94,429.4,171.8"
"528,702,70,2023-11-03,18,52.92,952.56,381.06"
"3597,964,7,2023-10-20,9,216.49,1948.41,779.4"
"2792,17,82,2023-03-08,12,155.96,1871.52,748.56"
"1822,206,152,2023-05-20,4,64.13,256.52,102.6"
"3210,664,195,2023-02-23,18,189.23,3406.14,1362.42"
"3911,547,98,2023-04-17,15,185.15,2777.25,1110.9"
"1219,917,182,2023-01-29,7,301.46,2110.22,844.06"
"1810,5,159,2023-12-14,2,407.59,815.18,326.08"
"1191,249,111,2023-07-08,8,96.13,769.04,307.6"
"1680,353,44,2023-07-22,19,351.27,6674.13,2669.69"
"1763,873,170,2023-07-29,13,365.72,4754.36,1901.77"
"1226,960,141,2023-09-25,8,64.32,514.56,205.84"
"2795,313,113,2023-12-12,3,260.49,781.47,312.6"
"1623,298,45,2023-04-12,11,311.14,3422.54,1369.06"
"447,106,125,2023-01-07,17,89.21,1516.57,606.56"
"3839,234,28,2023-04-03,10,338.72,3387.2,1354.9"
"3364,288,158,2023-07-18,1,298.02,298.02,119.21"
"3982,292,88,2023-01-07,9,472.98,4256.82,1702.71"
"862,48,142,2023-02-06,6,253.28,1519.68,607.86"
"904,246,18,2023-06-26,15,364.39,5465.85,2186.4"
"3223,556,132,2023-03-24,17,166.14,2824.38,1129.82"
"77,122,195,2023-06-17,1,189.23,189.23,75.69"
"2670,261,67,2023-07-13,12,42.94,515.28,206.16"
"3805,206,181,2023-04-10,1,165.12,165.12,66.05"
"997,897,101,2023-11-07,9,447.77,4029.93,1611.99"
"2423,108,86,2023-02-27,19,293.48,5576.12,2230.41"
"2026,77,182,2023-02-13,19,301.46,5727.74,2291.02"
"2362,13,75,2023-08-04,9,181.69,1635.21,654.12"
"777,223,132,2023-09-21,7,166.14,1162.98,465.22"
"1013,714,192,2023-10-18,11,249.39,2743.29,1097.36"
"3693,104,171,2023-11-14,4,182.06,728.24,291.28"
"47,480,139,2023-11-14,18,11.66,209.88,83.88"
"385,160,39,2023-12-09,17,205.79,3498.43,1399.44"
"3728,896,199,2023-12-06,8,82.52,660.16,264.08"
"3142,452,167,2023-10-29,8,351.25,2810.0,1124.0"
"3528,884,107,2023-06-19,9,390.03,3510.27,1404.09"
"3497,529,119,2023-08-08,19,259.77,4935.63,1974.29"
"61,165,55,2023-01-22,19,214.11,4068.09,1627.16"
"2063,631,102,2023-09-06,12,138.93,1667.16,666.84"
"2354,34,193,2023-10-19,20,182.32,3646.4,1458.6"
"3001,978,160,2023-02-21,9,479.53,4315.77,1726.29"
"1882,372,197,2023-09-14,20,30.59,611.8,244.8"
"709,296,61,2023-04-13,12,269.98,3239.76,1295.88"
"1218,330,27,2023-05-29,1,24.15,24.15,9.66"
"2710,73,4,2023-09-14,3,358.66,1075.98,430.38"
"1176,713,147,2023-01-19,9,422.03,3798.27,1519.29"
"2779,383,171,2023-05-10,10,182.06,1820.6,728.2"
"186,347,78,2023-08-29,5,393.56,1967.8,787.1"
"2427,907,31,2023-08-28,3,465.59,1396.77,558.72"
"2213,873,79,2023-08-10,2,359.11,718.22,287.28"
"1754,917,146,2023-09-20,5,392.3,1961.5,784.6"
"1949,110,12,2023-09-18,20,132.23,2644.6,1057.8"
"3538,759,148,2023-11-09,8,252.03,2016.24,806.48"
"3267,415,142,2023-12-06,11,253.28,2786.08,1114.41"
"2852,942,126,2023-07-04,9,135.72,1221.48,488.61"
"2498,16,69,2023-06-04,5,215.55,1077.75,431.1"
"2255,481,84,2023-12-09,1,119.62,119.62,47.85"
"538,368,124,2023-11-26,6,324.36,1946.16,778.44"
"2938,112,8,2023-05-19,8,161.65,1293.2,517.28"
"1296,948,194,2023-07-23,18,244.57,4402.26,1760.94"
"2536,875,184,2023-12-27,2,70.14,140.28,56.12"
"1095,217,31,2023-03-03,3,465.59,1396.77,558.72"
"3705,166,79,2023-07-01,11,359.11,3950.21,1580.04"
"424,410,156,2023-07-20,6,463.59,2781.54,1112.64"
"2409,4,14,2023-08-12,12,246.68,2960.16,1184.04"
"2646,861,168,2023-11-14,9,217.29,1955.61,782.28"
"3383,979,121,2023-09-25,16,132.07,2113.12,845.28"
"921,731,62,2023-02-16,17,390.32,6635.44,2654.21"
"1287,280,81,2023-04-12,17,418.88,7120.96,2848.35"
"3418,35,70,2023-08-13,4,52.92,211.68,84.68"
"1739,341,37,2023-11-18,9,426.53,3838.77,1535.49"
"2520,188,70,2023-05-16,12,52.92,635.04,254.04"
"2823,870,106,2023-01-14,7,436.67,3056.69,1222.69"
"3682,858,133,2023-04-23,13,371.32,4827.16,1930.89"
"3810,31,180,2023-04-11,2,144.28,288.56,115.42"
"587,696,21,2023-04-08,12,317.91,3814.92,1525.92"
"1433,485,108,2023-08-08,2,72.08,144.16,57.66"
"3929,74,13,2023-03-22,12,44.19,530.28,212.16"
"2137,942,153,2023-02-01,17,390.77,6643.09,2657.27"
"710,361,72,2023-06-23,4,374.46,1497.84,599.12"
"555,979,8,2023-02-21,13,161.65,2101.45,840.58"
"1514,721,40,2023-05-21,9,75.2,676.8,270.72"
"2330,885,38,2023-08-03,1,461.25,461.25,184.5"
"2368,677,126,2023-06-10,5,135.72,678.6,271.45"
"2832,890,20,2023-04-12,4,153.02,612.08,244.84"
"2847,513,165,2023-01-25,12,464.96,5579.52,2231.76"
"1553,818,87,2023-05-24,14,87.05,1218.7,487.48"
"1544,301,108,2023-01-20,9,72.08,648.72,259.47"
"3809,292,98,2023-09-29,16,185.15,2962.4,1184.96"
"1657,226,190,2023-03-10,2,112.57,225.14,90.06"
"156,326,198,2023-07-30,7,355.24,2486.68,994.7"
"170,93,169,2023-08-14,3,449.93,1349.79,539.91"
"1753,670,6,2023-06-16,4,297.11,1188.44,475.36"
"152,162,150,2023-10-20,20,304.42,6088.4,2435.4"
"1241,517,184,2023-09-10,9,70.14,631.26,252.54"
"975,510,24,2023-09-07,16,402.4,6438.4,2575.36"
"3922,923,167,2023-09-03,8,351.25,2810.0,1124.0"
"897,341,180,2023-11-09,16,144.28,2308.48,923.36"
"514,523,30,2023-01-23,13,37.38,485.94,194.35"
"459,664,1,2023-08-21,9,445.05,4005.45,1602.18"
"3177,825,118,2023-03-08,19,350.26,6654.94,2661.9"
"1141,266,127,2023-04-23,12,282.22,3386.64,1354.68"
"1676,803,175,2023-09-16,16,78.76,1260.16,504.0"
"2282,842,147,2023-05-25,16,422.03,6752.48,2700.96"
"2026,77,177,2023-02-13,3,105.58,316.74,126.69"
"2667,135,106,2023-05-12,7,436.67,3056.69,1222.69"
"2266,268,194,2023-03-01,15,244.57,3668.55,1467.45"
"312,695,5,2023-04-25,8,304.04,2432.32,972.96"
"436,802,111,2023-06-12,8,96.13,769.04,307.6"
"3605,722,155,2023-10-13,10,119.52,1195.2,478.1"
"1891,844,160,2023-01-15,4,479.53,1918.12,767.24"
"3847,75,87,2023-09-09,1,87.05,87.05,34.82"
"3359,837,138,2023-05-09,10,155.64,1556.4,622.6"
"1234,789,56,2023-11-14,2,185.38,370.76,148.3"
"2471,209,136,2023-03-18,2,495.29,990.58,396.24"
"2978,644,87,2023-12-31,10,87.05,870.5,348.2"
"2626,529,114,2023-06-30,20,52.33,1046.6,418.6"
"2089,805,33,2023-08-27,5,171.55,857.75,343.1"
"3677,899,169,2023-05-19,18,449.93,8098.74,3239.46"
"545,79,1,2023-10-02,17,445.05,7565.85,3026.34"
"2148,478,181,2023-10-31,2,165.12,330.24,132.1"
"3203,337,38,2023-02-15,15,461.25,6918.75,2767.5"
"143,290,60,2023-02-06,3,225.42,676.26,270.51"
"1610,192,188,2023-01-19,5,140.2,701.0,280.4"
"884,183,178,2023-02-11,2,317.95,635.9,254.36"
"1845,782,180,2023-03-27,17,144.28,2452.76,981.07"
"29,87,117,2023-04-26,18,244.19,4395.42,1758.24"
"3750,325,132,2023-08-29,7,166.14,1162.98,465.22"
"3227,10,13,2023-07-05,20,44.19,883.8,353.6"
"1871,22,77,2023-04-17,12,24.41,292.92,117.12"
"484,928,55,2023-02-28,17,214.11,3639.87,1455.88"
"1979,774,119,2023-07-14,19,259.77,4935.63,1974.29"
"2870,957,46,2023-01-12,12,457.24,5486.88,2194.8"
"395,570,193,2023-02-08,11,182.32,2005.52,802.23"
"2154,811,129,2023-10-29,12,357.11,4285.32,1714.08"
"3806,85,149,2023-04-15,20,449.8,8996.0,3598.4"
"1981,961,174,2023-03-31,9,385.51,3469.59,1387.8"
"2889,956,125,2023-09-29,1,89.21,89.21,35.68"
"3255,598,127,2023-07-07,19,282.22,5362.18,2144.91"
"2072,741,33,2023-03-07,20,171.55,3431.0,1372.4"
"3451,245,86,2023-11-13,11,293.48,3228.28,1291.29"
"2585,591,109,2023-08-16,14,244.14,3417.96,1367.24"
"835,513,9,2023-09-19,6,252.63,1515.78,606.3"
"3668,859,102,2023-01-08,7,138.93,972.51,388.99"
"3001,978,50,2023-02-21,11,57.36,630.96,252.34"
"3252,552,126,2023-10-29,8,135.72,1085.76,434.32"
"1597,614,138,2023-11-28,7,155.64,1089.48,435.82"
"3935,769,109,2023-09-23,17,244.14,4150.38,1660.22"
"475,709,27,2023-07-03,3,24.15,72.45,28.98"
"2525,632,27,2023-03-21,20,24.15,483.0,193.2"
"1659,752,172,2023-08-02,7,23.98,167.86,67.13"
"1307,339,55,2023-01-09,12,214.11,2569.32,1027.68"
"1635,370,38,2023-02-19,1,461.25,461.25,184.5"
"3195,726,156,2023-04-22,4,463.59,1854.36,741.76"
"1047,791,131,2023-02-02,16,308.57,4937.12,1974.88"
"2529,708,154,2023-07-01,1,61.22,61.22,24.49"
"1444,974,178,2023-12-06,1,317.95,317.95,127.18"
"2706,472,56,2023-01-14,11,185.38,2039.18,815.65"
"3098,127,90,2023-10-13,17,172.65,2935.05,1174.02"
"2203,492,156,2023-08-01,14,463.59,6490.26,2596.16"
"64,875,176,2023-10-14,18,450.69,8112.42,3245.04"
"1821,248,154,2023-09-11,19,61.22,1163.18,465.31"
"1837,25,140,2023-11-06,10,269.27,2692.7,1077.1"
"478,96,15,2023-01-22,4,439.85,1759.4,703.76"
"1634,196,46,2023-08-24,1,457.24,457.24,182.9"
"3299,804,181,2023-10-08,12,165.12,1981.44,792.6"
"583,663,116,2023-02-14,7,69.44,486.08,194.46"
"3988,58,105,2023-01-19,15,10.36,155.4,62.1"
"2423,108,98,2023-02-27,2,185.15,370.3,148.12"
"2118,250,124,2023-08-11,1,324.36,324.36,129.74"
"2393,621,151,2023-08-17,4,158.57,634.28,253.72"
"1244,143,112,2023-07-12,5,385.73,1928.65,771.45"
"670,457,131,2023-03-31,19,308.57,5862.83,2345.17"
"1270,382,166,2023-02-14,12,400.54,4806.48,1922.64"
"582,147,157,2023-10-15,4,361.05,1444.2,577.68"
"3771,743,43,2023-04-01,4,423.84,1695.36,678.16"
"1793,355,54,2023-06-06,19,228.55,4342.45,1736.98"
"855,661,16,2023-07-02,9,446.94,4022.46,1609.02"
"2424,727,154,2023-09-09,2,61.22,122.44,48.98"
"2352,563,194,2023-10-25,17,244.57,4157.69,1663.11"
"2505,827,86,2023-05-29,17,293.48,4989.16,1995.63"
"3311,665,191,2023-04-13,1,193.84,193.84,77.54"
"3120,161,81,2023-05-15,2,418.88,837.76,335.1"
"112,463,74,2023-03-15,19,65.6,1246.4,498.56"
"2723,20,26,2023-05-12,3,118.18,354.54,141.81"
"1400,70,145,2023-06-28,7,345.82,2420.74,968.31"
"746,665,23,2023-12-26,9,414.01,3726.09,1490.4"
"3796,479,174,2023-10-20,19,385.51,7324.69,2929.8"
"275,102,139,2023-07-10,18,11.66,209.88,83.88"
"553,49,57,2023-08-10,18,440.68,7932.24,3172.86"
"555,979,130,2023-02-21,16,470.78,7532.48,3012.96"
"2179,131,185,2023-02-28,19,419.54,7971.26,3188.58"
"90,469,140,2023-05-31,17,269.27,4577.59,1831.07"
"2225,313,152,2023-01-09,19,64.13,1218.47,487.35"
"992,761,38,2023-11-26,19,461.25,8763.75,3505.5"
"1514,721,156,2023-05-21,5,463.59,2317.95,927.2"
"8,153,122,2023-12-26,16,164.19,2627.04,1050.88"
"505,427,101,2023-09-20,15,447.77,6716.55,2686.65"
"1043,356,56,2023-05-13,11,185.38,2039.18,815.65"
"2396,951,109,2023-01-15,6,244.14,1464.84,585.96"
"3210,664,96,2023-02-23,13,246.27,3201.51,1280.63"
"1345,564,89,2023-04-01,13,185.63,2413.19,965.25"
"950,686,82,2023-02-17,20,155.96,3119.2,1247.6"
"550,995,179,2023-03-23,20,332.3,6646.0,2658.4"
"1443,635,75,2023-03-24,2,181.69,363.38,145.36"
"382,156,111,2023-09-15,4,96.13,384.52,153.8"
"2308,394,118,2023-02-06,12,350.26,4203.12,1681.2"
"3469,79,97,2023-03-13,4,391.51,1566.04,626.4"
"476,717,175,2023-10-29,4,78.76,315.04,126.0"
"2372,963,67,2023-04-01,19,42.94,815.86,326.42"
"1437,244,159,2023-10-20,6,407.59,2445.54,978.24"
"446,50,97,2023-10-06,17,391.51,6655.67,2662.2"
"3742,604,32,2023-02-09,5,383.22,1916.1,766.45"
"3538,759,22,2023-11-09,8,61.55,492.4,196.96"
"2022,995,96,2023-07-13,18,246.27,4432.86,1773.18"
"2358,999,6,2023-08-03,6,297.11,1782.66,713.04"
"1499,51,116,2023-07-25,14,69.44,972.16,388.92"
"3353,848,166,2023-01-26,18,400.54,7209.72,2883.96"
"1218,330,35,2023-05-29,10,146.76,1467.6,587.0"
"828,265,115,2023-06-09,11,474.53,5219.83,2087.91"
"3451,245,78,2023-11-13,6,393.56,2361.36,944.52"
"299,822,161,2023-12-12,14,491.92,6886.88,2754.78"
"2820,113,77,2023-07-11,17,24.41,414.97,165.92"
"1991,139,128,2023-05-04,16,375.47,6007.52,2403.04"
"3990,311,134,2023-08-01,14,48.78,682.92,273.14"
"1129,279,177,2023-12-30,10,105.58,1055.8,422.3"
"3798,627,138,2023-11-09,16,155.64,2490.24,996.16"
"2976,972,162,2023-05-20,8,11.75,94.0,37.6"
"1686,120,118,2023-04-03,5,350.26,1751.3,700.5"
"2303,291,100,2023-06-05,3,404.25,1212.75,485.1"
"2902,916,188,2023-09-23,14,140.2,1962.8,785.12"
"1711,488,64,2023-06-20,19,230.11,4372.09,1748.76"
"3021,956,150,2023-07-13,10,304.42,3044.2,1217.7"
"550,995,11,2023-03-23,2,448.65,897.3,358.92"
"2921,19,81,2023-10-22,13,418.88,5445.44,2178.15"
"2475,958,58,2023-08-13,8,465.53,3724.24,1489.68"
"1990,47,73,2023-03-12,14,59.63,834.82,333.9"
"3039,280,35,2023-03-31,10,146.76,1467.6,587.0"
"3135,606,169,2023-11-17,1,449.93,449.93,179.97"
"2057,69,138,2023-10-04,16,155.64,2490.24,996.16"
"1849,827,86,2023-04-28,19,293.48,5576.12,2230.41"
"2163,831,175,2023-10-15,14,78.76,1102.64,441.0"
"2114,471,107,2023-05-12,13,390.03,5070.39,2028.13"
"1925,794,197,2023-03-25,20,30.59,611.8,244.8"
"3733,814,144,2023-06-30,16,386.88,6190.08,2476.0"
"3303,573,84,2023-10-17,7,119.62,837.34,334.95"
"3080,130,113,2023-01-18,2,260.49,520.98,208.4"
"1462,830,25,2023-05-01,9,35.34,318.06,127.26"
"3582,860,139,2023-06-23,19,11.66,221.54,88.54"
"369,173,56,2023-08-19,20,185.38,3707.6,1483.0"
"923,702,63,2023-04-21,3,384.89,1154.67,461.88"
"1814,947,45,2023-04-27,15,311.14,4667.1,1866.9"
"2818,138,82,2023-10-16,6,155.96,935.76,374.28"
"679,712,60,2023-05-04,12,225.42,2705.04,1082.04"
"3137,458,179,2023-12-01,4,332.3,1329.2,531.68"
"2604,855,43,2023-04-25,20,423.84,8476.8,3390.8"
"762,368,106,2023-01-01,12,436.67,5240.04,2096.04"
"610,392,165,2023-06-03,15,464.96,6974.4,2789.7"
"478,96,109,2023-01-22,10,244.14,2441.4,976.6"
"3189,911,149,2023-12-14,2,449.8,899.6,359.84"
"1892,987,16,2023-08-01,1,446.94,446.94,178.78"
"3951,995,176,2023-01-17,14,450.69,6309.66,2523.92"
"2669,94,77,2023-09-27,6,24.41,146.46,58.56"
"1149,996,29,2023-08-06,17,301.74,5129.58,2051.9"
"1178,977,10,2023-01-11,20,53.9,1078.0,431.2"
"1939,994,95,2023-10-02,2,22.13,44.26,17.7"
"1640,13,197,2023-10-17,7,30.59,214.13,85.68"
"2835,354,44,2023-11-17,5,351.27,1756.35,702.55"
"2869,307,41,2023-02-08,10,181.06,1810.6,724.2"
"166,467,67,2023-04-14,6,42.94,257.64,103.08"
"3792,601,169,2023-04-13,18,449.93,8098.74,3239.46"
"3922,923,158,2023-09-03,18,298.02,5364.36,2145.78"
"856,596,91,2023-12-11,18,431.23,7762.14,3104.82"
"3073,301,105,2023-03-14,14,10.36,145.04,57.96"
"3694,330,190,2023-11-16,18,112.57,2026.26,810.54"
"2388,153,172,2023-08-06,2,23.98,47.96,19.18"
"2089,805,25,2023-08-27,15,35.34,530.1,212.1"
"2552,557,157,2023-12-15,13,361.05,4693.65,1877.46"
"1138,114,138,2023-08-31,10,155.64,1556.4,622.6"
"2768,403,133,2023-10-09,14,371.32,5198.48,2079.42"
"1155,297,142,2023-10-26,1,253.28,253.28,101.31"
"222,525,50,2023-11-21,13,57.36,745.68,298.22"
"3485,765,56,2023-08-31,4,185.38,741.52,296.6"
"3587,636,103,2023-05-28,15,381.0,5715.0,2286.0"
"2436,667,114,2023-03-27,12,52.33,627.96,251.16"
"32,872,50,2023-09-10,16,57.36,917.76,367.04"
"1960,910,78,2023-03-24,12,393.56,4722.72,1889.04"
"3997,251,112,2023-12-22,5,385.73,1928.65,771.45"
"2153,668,176,2023-05-06,19,450.69,8563.11,3425.32"
"3937,6,20,2023-05-25,17,153.02,2601.34,1040.57"
"2658,416,96,2023-05-10,9,246.27,2216.43,886.59"
"137,915,31,2023-07-18,2,465.59,931.18,372.48"
"3247,590,65,2023-11-15,12,414.07,4968.84,1987.56"
"3900,853,66,2023-12-23,15,216.19,3242.85,1297.2"
"1412,605,174,2023-09-28,19,385.51,7324.69,2929.8"
"2076,43,151,2023-10-04,17,158.57,2695.69,1078.31"
"3844,737,45,2023-03-29,12,311.14,3733.68,1493.52"
"785,106,18,2023-01-12,17,364.39,6194.63,2477.92"
"440,252,76,2023-10-27,14,449.17,6288.38,2515.38"
